Order_ID,Customer_ID,Restaurant_ID,Delivery_Partner_ID,Order_Date,Order_Value,Status,Delivery_Time_Min,Customer_Rating
504246,CUST1370,REST343,DP364,2024-01-18,1013.02,Delivered,15.9,4.6
503625,CUST1001,REST336,DP353,2024-09-27,351.11,Cancelled,,
502565,CUST1767,REST243,DP403,2024-12-16,329.68,Cancelled,,
502811,CUST1087,REST328,DP450,2024-07-04,722.46,Delivered,45.2,3.6
503316,CUST1184,REST243,DP449,2024-06-28,795.45,Delivered,72.7,3.4
502860,CUST1211,REST239,DP430,2024-10-21,1305.01,Delivered,48.4,3.1
500077,CUST1485,REST263,DP316,2024-04-19,396.35,Delivered,55.6,
500774,CUST1223,REST305,DP444,2024-03-03,1094.75,Delivered,38.8,4.2
502256,CUST1038,REST304,DP320,2024-10-13,488.43,Delayed,31.5,
501356,CUST1419,REST282,DP494,2024-08-31,777.43,Delivered,69.6,2.6
501300,CUST1367,REST293,DP456,2024-12-06,1179.47,Cancelled,,
501161,CUST1773,REST291,DP452,2024-01-01,197.81,Delivered,39.9,3.4
503960,CUST1262,REST270,DP400,2024-02-01,371.88,Delivered,34.1,4.1
502446,CUST1391,REST349,DP333,2024-11-04,529.01,Delivered,33.1,2.7
503762,CUST1578,REST299,DP334,2024-02-15,1238.51,Delayed,62.7,
500143,CUST1632,REST327,DP367,2024-05-29,1342.83,Delivered,35.5,4.7
504782,CUST1166,REST219,DP343,2024-06-15,578.35,Delivered,25.1,3.9
504610,CUST1561,REST245,DP313,2024-11-13,743.94,Delivered,16.1,3.1
501058,CUST1301,REST211,DP439,2024-01-06,346.86,Cancelled,,
502326,CUST1339,REST276,DP465,2024-10-18,331.96,Delivered,42.2,4.1
503086,CUST1322,REST345,DP470,2024-05-24,1097.23,Delivered,63.1,4.4
501411,CUST1192,REST202,DP428,2024-03-21,431.56,Delivered,58.9,4.2
503799,CUST1387,REST222,DP364,2024-06-26,286.35,Delivered,36.3,3.9
504680,CUST1553,REST317,DP470,2024-05-17,1151.51,Delivered,55.3,2.7
500909,CUST1525,REST329,DP377,2024-02-02,1382.91,Delivered,66.3,4.1
501678,CUST1600,REST239,DP430,2024-09-10,857.73,Delivered,18.8,2.7
500998,CUST1749,REST204,DP383,2024-08-30,217.98,Delivered,68.9,
500607,CUST1150,REST280,DP361,2024-09-05,562.2,Delivered,33.4,2.6
503006,CUST1312,REST266,DP380,2024-01-02,457.17,Delivered,,
502631,CUST1096,REST340,DP409,2024-05-24,793.9,Delivered,61.9,4.8
500048,CUST1509,REST272,DP344,2024-06-21,1375.43,Delivered,75.9,2.6
500175,CUST1729,REST327,DP476,2024-06-08,382.96,Delivered,76.8,4.3
500706,CUST1173,REST299,DP463,2024-03-11,508.93,Delivered,32.9,4.1
500512,CUST1393,REST347,DP325,2024-12-23,1390.63,Delivered,,4.8
502135,CUST1496,REST213,DP365,2024-06-16,1028.12,Delivered,24.6,3.0
501665,CUST1135,REST303,DP429,2024-03-12,639.82,Delivered,34.8,
502182,CUST1501,REST230,DP354,2024-01-11,529.04,Delayed,39.1,
502892,CUST1056,REST350,DP333,2024-01-10,1130.13,Delivered,49.9,
502621,CUST1768,REST214,DP477,2024-03-04,1294.0,Delivered,,3.9
502240,CUST1601,REST345,DP370,2024-12-01,597.63,Delivered,54.7,4.1
501287,CUST1070,REST214,DP383,2024-12-12,205.45,Delayed,61.1,
504719,CUST1615,REST346,DP469,2024-03-21,684.88,Delayed,33.1,4.0
500778,CUST1681,REST308,DP423,2024-11-08,580.18,Delivered,52.3,2.9
500326,CUST1523,REST205,DP384,2024-10-24,1020.0,Delivered,25.3,4.1
503976,CUST1205,REST349,DP361,2024-04-02,1244.1,Delivered,75.8,4.3
504699,CUST1619,REST346,DP470,2024-04-04,781.8,Cancelled,,
503338,CUST1701,REST277,DP345,2024-02-25,933.04,Delivered,67.2,3.6
500146,CUST1247,REST330,DP487,2024-06-12,1390.43,Delivered,31.2,2.5
502107,CUST1232,REST339,DP339,2024-01-12,375.93,Delivered,41.4,
504480,CUST1125,REST336,DP375,2024-12-26,826.94,Cancelled,,
504954,CUST1330,REST346,DP357,2024-05-22,454.78,Delivered,15.9,4.5
500385,CUST1716,REST288,DP453,2024-11-21,171.17,Delivered,47.1,4.1
503781,CUST1503,REST336,DP313,2024-12-04,1398.36,Delivered,79.8,
502401,CUST1250,REST214,DP406,2024-06-18,688.82,Cancelled,,
504949,CUST1735,REST254,DP373,2024-12-14,561.41,Delivered,75.9,
502572,CUST1236,REST349,DP307,2024-02-24,305.04,Delivered,28.0,4.5
504060,CUST1309,REST318,DP422,2024-08-25,1140.67,Delivered,28.0,2.6
502158,CUST1495,REST337,DP386,2024-05-29,808.18,Delivered,38.4,2.7
503074,CUST1355,REST212,DP474,2024-12-21,474.81,Delivered,79.5,3.7
500229,CUST1339,REST312,DP494,2024-03-08,606.14,Delivered,28.3,4.8
503437,CUST1394,REST336,DP314,2024-01-06,803.12,Cancelled,,
503642,CUST1485,REST309,DP317,2024-08-20,1267.15,Delivered,,3.0
504740,CUST1561,REST224,DP418,2024-09-17,705.71,Delivered,16.9,2.5
500005,CUST1612,REST245,DP457,2024-05-15,123.04,Delivered,19.5,3.0
503891,CUST1731,REST299,DP329,2024-05-18,502.91,Delayed,37.1,
504367,CUST1117,REST239,DP464,2024-10-18,1108.48,Delivered,72.7,4.2
503587,CUST1167,REST344,DP380,2024-10-18,1254.97,Delivered,74.7,2.9
501502,CUST1795,REST318,DP422,2024-09-28,686.8,Cancelled,,
502897,CUST1092,REST239,DP460,2024-07-15,675.58,Delivered,66.2,3.0
504104,CUST1412,REST222,DP316,2024-12-09,555.94,Delivered,22.8,2.8
501552,CUST1582,REST324,DP370,2024-08-16,901.59,Delivered,56.0,4.8
502898,CUST1413,REST256,DP364,2024-05-02,1043.24,Delivered,42.2,3.0
503882,CUST1734,REST346,DP338,2024-05-05,409.98,Delivered,44.4,3.9
501169,CUST1020,REST342,DP374,2024-02-19,987.72,Delayed,68.5,2.9
502001,CUST1418,REST331,DP317,2024-09-28,739.57,Delivered,22.4,
504698,CUST1522,REST255,DP444,2024-03-25,880.39,Cancelled,,
503681,CUST1294,REST228,DP368,2024-08-08,944.46,Delivered,31.2,4.0
504346,CUST1453,REST248,DP448,2024-08-27,1124.84,Delivered,61.2,4.2
500041,CUST1002,REST292,DP438,2024-04-06,154.6,Delivered,28.1,3.5
504430,CUST1068,REST299,DP440,2024-10-21,701.29,Delivered,29.5,
502022,CUST1573,REST320,DP494,2024-03-01,1303.99,Delivered,69.7,4.6
504476,CUST1081,REST279,DP437,2024-09-15,645.35,Cancelled,,
500956,CUST1716,REST204,DP307,2024-03-23,972.55,Delivered,54.2,2.6
502878,CUST1084,REST267,DP470,2024-09-23,1154.57,Delivered,43.8,3.7
501315,CUST1561,REST244,DP426,2024-11-12,221.47,Delivered,49.2,4.0
501249,CUST1382,REST264,DP439,2024-08-11,1090.36,Delayed,46.3,2.9
501034,CUST1478,REST210,DP496,2024-06-15,478.06,Delivered,17.6,2.7
504468,CUST1369,REST227,DP333,2024-03-30,828.5,Delivered,20.7,3.1
502268,CUST1673,REST275,DP383,2024-05-07,1086.1,Delivered,30.1,4.9
500228,CUST1119,REST296,DP312,2024-03-12,951.95,Delivered,72.9,4.3
501820,CUST1358,REST222,DP436,2024-12-06,639.95,Delivered,23.7,3.4
503907,CUST1331,REST243,DP494,2024-03-28,1351.11,Delivered,57.1,4.0
504567,CUST1026,REST344,DP306,2024-06-23,853.59,Delivered,58.6,2.9
504050,CUST1161,REST295,DP327,2024-09-20,438.51,Delivered,47.2,4.3
501853,CUST1053,REST323,DP301,2024-09-07,1080.73,Delivered,60.2,2.9
504212,CUST1720,REST307,DP383,2024-07-02,699.83,Delivered,41.6,3.8
502676,CUST1391,REST265,DP491,2024-12-04,164.54,Delayed,19.7,2.9
503685,CUST1739,REST217,DP361,2024-06-28,816.37,Delayed,47.8,5.0
504454,CUST1255,REST331,DP477,2024-05-30,917.8,Delivered,77.6,4.1
502839,CUST1303,REST282,DP454,2024-04-01,1205.02,Delivered,45.3,2.7
500170,CUST1093,REST234,DP403,2024-09-16,856.67,Delivered,,4.3
500910,CUST1714,REST292,DP461,2024-02-20,618.63,Delivered,24.6,4.6
502591,CUST1460,REST333,DP460,2024-01-24,297.11,Delivered,42.9,
504463,CUST1066,REST340,DP454,2024-04-19,151.28,Cancelled,,
500310,CUST1378,REST239,DP311,2024-04-03,833.36,Delivered,55.2,3.0
500686,CUST1321,REST260,DP325,2024-09-11,1361.88,Delivered,49.4,3.4
500513,CUST1578,REST285,DP452,2024-05-25,255.74,Delivered,48.3,3.8
501395,CUST1283,REST247,DP308,2024-08-10,771.96,Delivered,60.9,3.8
503022,CUST1285,REST261,DP301,2024-01-17,158.78,Delivered,,3.9
500874,CUST1199,REST326,DP486,2024-04-24,1077.43,Delivered,55.9,2.8
503957,CUST1754,REST327,DP445,2024-04-26,770.78,Delivered,34.7,4.6
503844,CUST1243,REST315,DP455,2024-12-29,600.15,Delivered,32.2,3.4
500439,CUST1131,REST338,DP329,2024-01-08,1165.26,Cancelled,,
500250,CUST1205,REST319,DP372,2024-06-17,1356.78,Delivered,31.4,
502213,CUST1090,REST238,DP317,2024-11-23,1373.24,Delayed,19.3,3.4
502760,CUST1106,REST339,DP407,2024-01-22,186.17,Cancelled,,
502050,CUST1745,REST294,DP400,2024-03-10,1183.34,Delivered,,3.3
500039,CUST1098,REST343,DP434,2024-04-24,882.98,Delivered,44.0,4.6
502985,CUST1192,REST316,DP304,2024-06-16,254.92,Cancelled,,
503278,CUST1516,REST254,DP366,2024-08-16,652.22,Delivered,44.3,
503680,CUST1160,REST228,DP343,2024-10-30,1158.29,Delivered,30.6,3.5
504914,CUST1668,REST205,DP417,2024-03-26,733.64,Delivered,54.5,2.6
501973,CUST1053,REST340,DP319,2024-07-25,564.88,Delivered,,4.8
502646,CUST1563,REST290,DP377,2024-05-27,1172.42,Delivered,66.8,4.0
504603,CUST1574,REST322,DP307,2024-10-22,858.73,Delayed,59.8,
504579,CUST1337,REST287,DP358,2024-09-23,544.0,Delivered,51.2,4.3
504136,CUST1789,REST228,DP388,2024-08-13,1177.19,Delivered,54.7,2.5
504097,CUST1090,REST203,DP418,2024-05-10,1020.01,Delivered,30.2,4.2
503820,CUST1181,REST277,DP375,2024-01-27,274.5,Cancelled,,
500050,CUST1033,REST221,DP459,2024-09-27,411.11,Delivered,32.5,4.7
501164,CUST1398,REST325,DP388,2024-03-17,1258.22,Delivered,47.1,4.3
503157,CUST1745,REST330,DP497,2024-10-24,780.59,Delivered,66.2,4.2
500629,CUST1586,REST264,DP329,2024-06-27,513.18,Delivered,60.6,2.6
503722,CUST1732,REST344,DP450,2024-04-01,866.8,Delivered,25.2,3.1
501732,CUST1655,REST262,DP343,2024-10-28,1110.67,Delivered,18.8,4.4
504526,CUST1294,REST267,DP399,2024-03-09,1052.28,Delivered,45.5,2.9
504281,CUST1504,REST264,DP334,2024-01-13,1026.53,Delivered,18.5,4.8
501710,CUST1319,REST285,DP397,2024-01-16,1281.56,Delivered,54.7,3.6
501450,CUST1028,REST298,DP348,2024-08-24,311.66,Delivered,52.0,
502254,CUST1394,REST302,DP483,2024-05-21,826.03,Delivered,48.7,2.8
504364,CUST1553,REST240,DP355,2024-12-12,893.12,Delivered,57.0,4.2
502766,CUST1415,REST347,DP353,2024-08-24,231.4,Delivered,33.4,4.5
502980,CUST1107,REST326,DP495,2024-07-09,854.27,Cancelled,,
503269,CUST1422,REST298,DP394,2024-04-04,1136.34,Delivered,18.2,3.2
504219,CUST1791,REST301,DP403,2024-08-13,393.87,Delivered,51.8,2.6
500776,CUST1125,REST302,DP346,2024-01-03,420.53,Delivered,37.3,3.1
502894,CUST1076,REST246,DP480,2024-10-07,1371.44,Cancelled,,
501340,CUST1624,REST345,DP442,2024-08-31,706.19,Delivered,,4.8
502858,CUST1076,REST343,DP357,2024-01-06,1250.63,Delivered,71.0,3.2
500084,CUST1106,REST338,DP324,2024-06-03,939.14,Delayed,51.0,3.7
500314,CUST1175,REST268,DP417,2024-09-29,653.15,Delivered,50.7,3.9
502552,CUST1665,REST207,DP411,2024-05-16,988.07,Delivered,30.8,5.0
500274,CUST1097,REST333,DP413,2024-02-29,717.73,Delivered,73.2,4.7
503947,CUST1283,REST278,DP476,2024-08-25,1256.16,Delivered,63.3,4.9
501430,CUST1437,REST312,DP322,2024-05-29,402.55,Delivered,,3.8
502545,CUST1634,REST235,DP391,2024-08-11,1194.26,Delivered,22.3,4.7
504631,CUST1184,REST232,DP370,2024-01-11,401.24,Cancelled,,
500381,CUST1579,REST227,DP456,2024-07-13,1009.94,Cancelled,,
501967,CUST1639,REST223,DP364,2024-01-13,,Cancelled,,
500375,CUST1198,REST310,DP495,2024-01-12,831.94,Delivered,73.0,4.3
504327,CUST1091,REST285,DP382,2024-06-19,1086.23,Delayed,46.0,3.3
501204,CUST1176,REST302,DP426,2024-11-07,527.89,Delivered,15.1,2.6
501947,CUST1587,REST270,DP441,2024-11-01,1064.59,Delivered,66.0,4.1
501511,CUST1529,REST325,DP346,2024-05-03,1348.66,Delivered,37.1,
502323,CUST1431,REST228,DP387,2024-09-05,591.81,Delivered,36.3,4.6
503852,CUST1601,REST231,DP328,2024-02-06,996.65,Delivered,38.9,4.9
504866,CUST1002,REST283,DP471,2024-10-18,757.25,Delivered,41.8,3.4
504812,CUST1077,REST235,DP444,2024-02-20,1053.24,Delivered,56.5,3.3
501118,CUST1527,REST307,DP309,2024-05-02,509.81,Delivered,32.8,3.8
500888,CUST1785,REST249,DP355,2024-12-30,1302.92,Delivered,66.6,4.0
503715,CUST1192,REST202,DP337,2024-07-14,330.9,Delivered,47.8,4.3
502994,CUST1543,REST324,DP369,2024-12-24,884.02,Delivered,58.7,3.0
500763,CUST1564,REST346,DP422,2024-07-22,417.2,Delivered,37.6,4.3
504765,CUST1500,REST218,DP430,2024-06-25,965.69,Delivered,17.0,2.5
503544,CUST1093,REST264,DP472,2024-03-05,,Delivered,57.9,2.6
503444,CUST1422,REST312,DP381,2024-08-25,1052.75,Delivered,18.0,4.4
500111,CUST1384,REST317,DP411,2024-01-13,1216.01,Delivered,33.6,3.3
503616,CUST1380,REST239,DP325,2024-08-12,843.61,Delivered,57.4,3.2
503324,CUST1261,REST238,DP378,2024-01-16,611.33,Delivered,52.0,2.6
501250,CUST1408,REST302,DP426,2024-01-13,1276.94,Delivered,77.7,3.2
504375,CUST1611,REST240,DP471,2024-01-01,,Cancelled,,
500140,CUST1005,REST312,DP403,2024-10-13,1345.7,Delivered,61.2,
503224,CUST1370,REST223,DP437,2024-07-11,633.65,Delivered,40.6,3.1
502472,CUST1566,REST253,DP488,2024-07-04,932.04,Delivered,71.8,4.5
503149,CUST1350,REST319,DP341,2024-12-06,1262.42,Delivered,72.5,2.8
503293,CUST1496,REST213,DP438,2024-09-01,625.99,Delayed,,
502666,CUST1193,REST273,DP460,2024-07-14,1055.76,Delivered,36.0,
502128,CUST1672,REST267,DP474,2024-09-05,844.66,Cancelled,,
501910,CUST1079,REST232,DP307,2024-09-18,752.84,Delivered,71.5,3.8
500540,CUST1546,REST251,DP342,2024-01-29,530.98,Delayed,63.1,
503638,CUST1473,REST270,DP319,2024-11-16,136.48,Delivered,54.4,4.2
503778,CUST1664,REST333,DP374,2024-06-23,377.62,Delivered,56.7,4.8
502625,CUST1716,REST232,DP309,2024-07-22,1374.53,Delivered,36.3,
504791,CUST1734,REST229,DP487,2024-12-26,1253.52,Delivered,75.4,2.9
500357,CUST1785,REST220,DP363,2024-12-10,1339.32,Delivered,54.4,
500859,CUST1239,REST233,DP387,2024-06-13,484.3,Delivered,49.1,3.0
503728,CUST1202,REST335,DP479,2024-10-10,129.03,Delivered,52.8,2.8
501735,CUST1385,REST314,DP324,2024-02-10,1289.65,Cancelled,,
502170,CUST1331,REST247,DP323,2024-03-18,1384.12,Delivered,59.6,4.6
502109,CUST1283,REST217,DP358,2024-03-13,804.25,Delivered,23.9,2.8
503511,CUST1384,REST225,DP445,2024-07-21,1117.4,Delivered,27.4,3.7
500476,CUST1106,REST202,DP314,2024-05-02,762.62,Delivered,60.1,4.4
501980,CUST1650,REST328,DP450,2024-08-24,791.2,Delivered,23.3,4.1
502636,CUST1235,REST204,DP312,2024-01-17,398.5,Delivered,21.7,4.2
501887,CUST1749,REST265,DP383,2024-06-14,722.66,Cancelled,,
504421,CUST1290,REST268,DP345,2024-10-29,,Delivered,53.7,
501965,CUST1046,REST244,DP449,2024-02-27,971.82,Delivered,69.3,
502477,CUST1101,REST205,DP325,2024-04-02,1129.66,Delivered,59.6,4.6
502907,CUST1116,REST202,DP334,2024-10-21,1187.8,Delivered,23.9,
502891,CUST1069,REST345,DP397,2024-04-27,176.17,Delivered,35.3,4.1
501263,CUST1681,REST283,DP396,2024-05-07,1244.8,Delivered,52.2,4.1
500880,CUST1158,REST282,DP399,2024-01-20,907.11,Delivered,78.5,4.6
504248,CUST1774,REST258,DP494,2024-09-07,846.91,Delivered,29.9,4.4
501063,CUST1746,REST221,DP387,2024-06-14,415.42,Delivered,51.4,3.0
503779,CUST1661,REST287,DP446,2024-10-11,878.13,Delivered,46.3,2.6
503530,CUST1694,REST275,DP403,2024-03-11,1283.59,Delivered,49.2,2.8
500698,CUST1075,REST304,DP357,2024-02-15,1301.13,Delivered,60.2,2.6
502909,CUST1380,REST310,DP456,2024-09-02,1236.02,Delivered,62.3,
501185,CUST1226,REST313,DP420,2024-03-06,776.36,Delivered,64.2,3.5
502239,CUST1349,REST224,DP325,2024-01-06,1286.59,Delivered,23.2,3.4
504899,CUST1202,REST219,DP365,2024-07-24,932.46,Delivered,65.7,3.5
500295,CUST1733,REST303,DP424,2024-06-19,240.17,Cancelled,,
504322,CUST1132,REST295,DP323,2024-03-24,1179.74,Delayed,32.6,4.0
500924,CUST1672,REST300,DP325,2024-07-28,762.67,Delivered,31.2,3.8
501361,CUST1039,REST204,DP455,2024-12-08,180.16,Delivered,51.9,3.6
503497,CUST1728,REST304,DP402,2024-04-30,1050.68,Delivered,74.4,2.9
500517,CUST1211,REST333,DP312,2024-08-18,969.41,Delivered,56.9,3.0
503251,CUST1271,REST331,DP312,2024-05-01,239.11,Delayed,43.5,2.6
503636,CUST1642,REST208,DP369,2024-05-28,1018.94,Delivered,75.6,
503909,CUST1187,REST254,DP318,2024-07-26,918.7,Delivered,15.7,
504656,CUST1523,REST240,DP459,2024-07-28,672.68,Delivered,34.6,3.0
500804,CUST1677,REST217,DP423,2024-03-15,799.21,Cancelled,,
502808,CUST1778,REST301,DP478,2024-12-11,377.57,Delivered,71.1,3.2
500948,CUST1114,REST228,DP417,2024-05-17,1016.79,Delivered,28.2,
502816,CUST1617,REST214,DP401,2024-02-29,568.84,Delivered,47.9,3.6
503228,CUST1394,REST215,DP464,2024-10-27,1278.39,Delivered,48.1,
503552,CUST1762,REST201,DP421,2024-10-19,1206.78,Delivered,71.5,4.2
504823,CUST1294,REST221,DP497,2024-01-01,1380.39,Delayed,39.6,
501632,CUST1077,REST349,DP413,2024-01-16,671.16,Delivered,38.5,
502147,CUST1710,REST278,DP391,2024-01-18,886.74,Delivered,53.7,3.1
500393,CUST1730,REST218,DP479,2024-09-25,540.37,Delivered,44.3,4.2
501641,CUST1029,REST327,DP316,2024-12-14,127.72,Delayed,28.6,2.6
500416,CUST1477,REST209,DP468,2024-12-27,478.93,Delivered,28.5,4.0
501847,CUST1538,REST263,DP308,2024-03-18,1316.32,Delivered,,
500879,CUST1012,REST323,DP492,2024-02-26,1312.3,Delivered,67.9,
500949,CUST1290,REST219,DP410,2024-09-12,1301.83,Delivered,25.3,3.0
501352,CUST1515,REST315,DP464,2024-08-15,530.05,Delivered,73.4,3.4
504042,CUST1199,REST311,DP491,2024-12-17,846.41,Delivered,44.1,
504962,CUST1204,REST340,DP468,2024-08-02,1159.37,Delivered,,
500097,CUST1064,REST273,DP472,2024-02-01,556.45,Cancelled,,
503775,CUST1012,REST332,DP389,2024-02-25,796.79,Delivered,63.0,2.7
504217,CUST1597,REST318,DP392,2024-02-20,495.41,Delivered,29.0,4.9
501901,CUST1599,REST298,DP461,2024-10-19,862.43,Cancelled,,
501919,CUST1569,REST271,DP500,2024-04-26,328.94,Delivered,75.6,
503214,CUST1704,REST247,DP478,2024-11-12,1052.06,Delayed,21.6,4.1
501868,CUST1069,REST304,DP320,2024-07-03,1300.71,Delivered,41.4,
503017,CUST1096,REST277,DP365,2024-12-20,765.92,Delivered,60.3,3.0
502924,CUST1033,REST306,DP479,2024-06-19,613.34,Delivered,78.1,3.8
501402,CUST1330,REST304,DP320,2024-02-05,637.29,Delivered,29.0,3.6
501437,CUST1644,REST205,DP483,2024-06-07,577.16,Delayed,,3.4
503967,CUST1200,REST318,DP389,2024-12-26,886.67,Delivered,28.3,4.5
501587,CUST1402,REST321,DP465,2024-04-12,1291.77,Delivered,68.3,4.9
504039,CUST1534,REST327,DP445,2024-01-04,788.0,Delivered,54.1,2.9
504088,CUST1678,REST335,DP492,2024-07-31,1339.9,Delivered,34.1,3.7
503537,CUST1800,REST315,DP388,2024-06-03,519.06,Delayed,72.9,4.0
501243,CUST1688,REST349,DP468,2024-04-12,479.31,Delivered,68.0,3.5
503866,CUST1752,REST342,DP481,2024-02-15,1038.63,Delivered,40.7,4.4
503566,CUST1710,REST341,DP304,2024-03-12,974.55,Delivered,72.0,3.3
500079,CUST1790,REST211,DP403,2024-04-01,955.94,Delivered,31.3,3.9
504227,CUST1697,REST321,DP489,2024-06-01,377.26,Delivered,62.4,3.6
504127,CUST1350,REST232,DP307,2024-07-29,1123.1,Delayed,68.4,2.5
501864,CUST1082,REST222,DP395,2024-03-19,275.0,Delivered,68.0,3.2
502643,CUST1317,REST206,DP404,2024-03-10,206.95,Delivered,51.7,3.3
500578,CUST1435,REST267,DP402,2024-05-12,377.76,Delayed,45.7,4.2
501306,CUST1536,REST330,DP416,2024-01-21,589.11,Delivered,15.4,4.9
501848,CUST1783,REST226,DP418,2024-10-11,210.18,Cancelled,,
502870,CUST1733,REST301,DP398,2024-03-18,1362.52,Delivered,43.0,4.3
501905,CUST1207,REST206,DP359,2024-01-22,485.69,Delivered,23.2,4.7
500976,CUST1191,REST219,DP388,2024-07-20,1073.23,Delivered,,4.1
501630,CUST1241,REST218,DP363,2024-12-17,928.37,Delivered,32.6,3.5
503078,CUST1751,REST269,DP461,2024-08-16,1221.44,Delivered,37.8,3.5
502315,CUST1019,REST291,DP446,2024-10-20,1215.13,Delivered,46.5,
500925,CUST1055,REST277,DP335,2024-03-02,830.55,Delivered,25.2,
502794,CUST1466,REST202,DP334,2024-04-11,1212.28,Delivered,77.5,4.8
500743,CUST1487,REST287,DP451,2024-02-19,618.93,Delivered,15.4,2.6
504955,CUST1077,REST255,DP492,2024-11-24,965.04,Delivered,33.2,3.2
502425,CUST1397,REST263,DP327,2024-03-24,1151.3,Delivered,29.7,
504702,CUST1499,REST221,DP386,2024-01-29,191.52,Delivered,64.4,3.3
503622,CUST1719,REST268,DP326,2024-04-04,,Delivered,29.4,4.5
502510,CUST1579,REST227,DP455,2024-08-01,1388.2,Delivered,45.2,
501755,CUST1156,REST246,DP303,2024-01-06,769.12,Delivered,42.3,3.2
504089,CUST1316,REST306,DP335,2024-03-12,902.51,Delivered,65.6,
501434,CUST1117,REST333,DP480,2024-11-03,478.3,Delivered,36.5,4.7
504161,CUST1087,REST216,DP312,2024-02-18,1374.32,Delivered,75.2,4.1
502009,CUST1386,REST246,DP350,2024-03-28,1170.09,Delivered,62.8,4.2
500124,CUST1310,REST328,DP450,2024-07-23,406.23,Delivered,38.5,
503030,CUST1400,REST243,DP399,2024-06-20,1288.05,Delivered,17.3,3.4
502255,CUST1079,REST334,DP372,2024-11-10,293.27,Delivered,18.0,4.5
500501,CUST1548,REST258,DP473,2024-05-18,718.64,Delayed,71.6,2.6
504700,CUST1434,REST245,DP449,2024-06-19,744.82,Cancelled,,
502143,CUST1161,REST341,DP445,2024-02-07,392.07,Delivered,67.6,3.7
500081,CUST1330,REST212,DP306,2024-09-16,454.16,Delivered,71.3,
503726,CUST1708,REST209,DP440,2024-08-31,1008.11,Delayed,48.0,3.0
503746,CUST1208,REST289,DP457,2024-02-12,573.19,Delivered,34.0,
504242,CUST1452,REST229,DP474,2024-02-02,529.83,Delivered,52.7,
504418,CUST1179,REST215,DP459,2024-02-23,766.34,Delivered,72.0,3.1
504708,CUST1517,REST244,DP412,2024-11-13,735.29,Delivered,73.4,
504273,CUST1673,REST244,DP388,2024-01-16,889.39,Delivered,68.1,4.4
503061,CUST1164,REST240,DP321,2024-05-28,486.19,Delivered,27.5,4.1
502592,CUST1255,REST251,DP486,2024-06-03,483.62,Delivered,,3.8
502543,CUST1144,REST319,DP367,2024-05-02,636.7,Delivered,15.2,4.8
